1 #anatomical sites
2 #samples
6 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	R1	0	P	0	v0	1.000000	1.000000
0	R1	0	P	1	v1	0.043360	0.534626
0	R1	0	P	2	v2	0.033569	0.173516
0	R1	0	P	3	v3	0.007968	0.050788
0	R1	0	P	4	v4	0.022706	0.054348
0	R1	0	P	5	v5	0.000000	0.002198
1	R2	0	P	0	v0	1.000000	1.000000
1	R2	0	P	1	v1	0.039340	0.251451
1	R2	0	P	2	v2	0.000000	0.002535
1	R2	0	P	3	v3	0.024781	0.088372
1	R2	0	P	4	v4	0.000000	0.001239
1	R2	0	P	5	v5	0.030357	0.419825
