1 #anatomical sites
4 #samples
6 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	R1	0	P	0	v0	1.000000	1.000000
0	R1	0	P	1	v1	0.208897	0.454106
0	R1	0	P	2	v2	0.027155	0.126984
0	R1	0	P	3	v3	0.000000	0.001582
0	R1	0	P	4	v4	0.113475	0.272000
0	R1	0	P	5	v5	0.000000	0.029070
1	R2	0	P	0	v0	1.000000	1.000000
1	R2	0	P	1	v1	0.136364	0.260417
1	R2	0	P	2	v2	0.000000	0.001486
1	R2	0	P	3	v3	0.037821	0.103448
1	R2	0	P	4	v4	0.000000	0.006912
1	R2	0	P	5	v5	0.000000	0.000000
2	R3	0	P	0	v0	1.000000	1.000000
2	R3	0	P	1	v1	0.187500	0.377358
2	R3	0	P	2	v2	0.000000	0.001560
2	R3	0	P	3	v3	0.000000	0.005556
2	R3	0	P	4	v4	0.000000	0.004545
2	R3	0	P	5	v5	0.044316	0.050000
3	R4	0	P	0	v0	1.000000	1.000000
3	R4	0	P	1	v1	0.178322	0.361204
3	R4	0	P	2	v2	0.000000	0.076712
3	R4	0	P	3	v3	0.000000	0.002304
3	R4	0	P	4	v4	0.070513	0.264151
3	R4	0	P	5	v5	0.000000	0.004831
