1 #anatomical sites
6 #samples
11 #characters
#sample_index	sample_label	anatomical_site_index	anatomical_site_label	character_index	character_label	f-	f+
0	R1	0	P	0	v0	1.000000	1.000000
0	R1	0	P	1	v1	0.151659	0.602901
0	R1	0	P	2	v2	0.000000	0.000000
0	R1	0	P	3	v3	0.000000	0.018265
0	R1	0	P	4	v4	0.000000	0.000000
0	R1	0	P	5	v5	0.000000	0.000000
0	R1	0	P	6	v6	0.137860	0.268293
0	R1	0	P	7	v7	0.130233	0.356164
0	R1	0	P	8	v8	0.000000	0.000000
0	R1	0	P	9	v9	0.077449	0.300896
0	R1	0	P	10	v10	0.028846	0.094303
1	R2	0	P	0	v0	1.000000	1.000000
1	R2	0	P	1	v1	0.084630	0.354054
1	R2	0	P	2	v2	0.000000	0.000000
1	R2	0	P	3	v3	0.000000	0.000000
1	R2	0	P	4	v4	0.029536	0.082888
1	R2	0	P	5	v5	0.000000	0.002762
1	R2	0	P	6	v6	0.061856	0.183673
1	R2	0	P	7	v7	0.000000	0.003759
1	R2	0	P	8	v8	0.000000	0.000000
1	R2	0	P	9	v9	0.047138	0.175824
1	R2	0	P	10	v10	0.000000	0.000000
2	R3	0	P	0	v0	1.000000	1.000000
2	R3	0	P	1	v1	0.089744	0.370370
2	R3	0	P	2	v2	0.000000	0.002165
2	R3	0	P	3	v3	0.050526	0.171958
2	R3	0	P	4	v4	0.000000	0.000743
2	R3	0	P	5	v5	0.000000	0.000000
2	R3	0	P	6	v6	0.082148	0.148760
2	R3	0	P	7	v7	0.000000	0.001795
2	R3	0	P	8	v8	0.023990	0.099274
2	R3	0	P	9	v9	0.000000	0.005882
2	R3	0	P	10	v10	0.000000	0.001311
3	R4	0	P	0	v0	1.000000	1.000000
3	R4	0	P	1	v1	0.037815	0.201729
3	R4	0	P	2	v2	0.000000	0.000488
3	R4	0	P	3	v3	0.007634	0.070064
3	R4	0	P	4	v4	0.000000	0.001222
3	R4	0	P	5	v5	0.000000	0.003704
3	R4	0	P	6	v6	0.038168	0.116883
3	R4	0	P	7	v7	0.000000	0.000000
3	R4	0	P	8	v8	0.000000	0.001770
3	R4	0	P	9	v9	0.007452	0.055556
3	R4	0	P	10	v10	0.000000	0.000000
4	R5	0	P	0	v0	1.000000	1.000000
4	R5	0	P	1	v1	0.067073	0.318043
4	R5	0	P	2	v2	0.000000	0.007246
4	R5	0	P	3	v3	0.000000	0.001880
4	R5	0	P	4	v4	0.000000	0.001639
4	R5	0	P	5	v5	0.031165	0.126023
4	R5	0	P	6	v6	0.068323	0.144737
4	R5	0	P	7	v7	0.000000	0.001563
4	R5	0	P	8	v8	0.000000	0.001517
4	R5	0	P	9	v9	0.052778	0.168919
4	R5	0	P	10	v10	0.000000	0.000000
5	R6	0	P	0	v0	1.000000	1.000000
5	R6	0	P	1	v1	0.152739	0.586505
5	R6	0	P	2	v2	0.068553	0.309696
5	R6	0	P	3	v3	0.000000	0.000883
5	R6	0	P	4	v4	0.000000	0.000435
5	R6	0	P	5	v5	0.000000	0.000000
5	R6	0	P	6	v6	0.000000	0.004950
5	R6	0	P	7	v7	0.000000	0.000000
5	R6	0	P	8	v8	0.000000	0.000911
5	R6	0	P	9	v9	0.000000	0.002632
5	R6	0	P	10	v10	0.000000	0.000000
